age,gender,marital_status,education_level,annual_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,loan_purpose,interest_rate,loan_term,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,credit_utilization,loan_to_income
38,Male,Married,Master's,33426.4,Self-employed,0.124,633,10504.47,Debt consolidation,12.71,36,3,51632.89,28355.07,0,0.549166819831313,0.31425669530670364
26,Female,Single,Other,33983.03,Employed,0.11,765,4741.84,Education,9.5,36,2,35157.3,19654.49,2,0.5590443520975729,0.13953552699685698
26,Female,Widowed,Bachelor's,24986.84,Employed,0.147,592,13481.91,Debt consolidation,12.77,36,3,36044.83,7983.48,2,0.22148751984681295,0.5395604246075134
23,Male,Married,Bachelor's,19451.28,Self-employed,0.414,606,6208.91,Debt consolidation,16.74,36,5,14940.02,1902.54,0,0.1273452110505876,0.3192031578384559
41,Male,Widowed,High School,34088.09,Unemployed,0.108,600,25054.61,Business,14.68,36,5,43409.95,21320.93,3,0.49115306513829204,0.7349960059363844
57,Male,Married,Master's,140716.07,Employed,0.076,689,30478.64,Business,12.35,36,6,98430.87,66678.04,0,0.6774098410386904,0.21659672559075874
27,Female,Divorced,Bachelor's,78131.94,Employed,0.13,591,13606.98,Home,14.46,36,2,56391.93,23598.02,4,0.41846448596456975,0.17415387356310363
34,Male,Single,Bachelor's,25507.04,Retired,0.072,617,26559.91,Debt consolidation,13.03,60,1,28997.75,15074.58,3,0.5198534369045874,1.0412776237462285
59,Female,Single,Master's,32856.61,Unemployed,0.183,712,21112.03,Debt consolidation,13.84,36,3,35414.85,26538.35,2,0.7493565552303624,0.6425504639705678
59,Male,Single,PhD,52214.85,Employed,0.271,663,8180.27,Home,15.57,36,5,64570.94,9113.13,4,0.1411336121171536,0.15666558459901733
27,Male,Single,Other,90994.57,Self-employed,0.023,686,9748.53,Other,12.69,36,8,82035.88,74514.22,1,0.9083125578710193,0.10713309596385806
71,Male,Single,High School,19836.68,Student,0.109,725,15829.0,Car,7.45,60,6,29797.62,18403.29,2,0.6176093929649416,0.7979661919232452
41,Male,Single,High School,20147.94,Employed,0.152,644,22175.86,Debt consolidation,11.35,60,7,18595.6,3189.23,4,0.17150454946331392,1.1006514809950796
35,Male,Divorced,PhD,62755.51,Self-employed,0.186,702,16550.79,Debt consolidation,10.32,60,6,70414.66,14654.71,0,0.20812015566076722,0.26373445136530643
36,Male,Married,Master's,25015.18,Employed,0.196,779,13147.61,Debt consolidation,10.38,60,1,34360.29,18903.41,2,0.5501528072085539,0.5255852646273184
73,Male,Married,Bachelor's,24827.2,Employed,0.084,749,15312.17,Other,9.81,60,2,18731.44,4956.25,2,0.2645952473488424,0.6167497744409357
22,Female,Single,Master's,20291.0,Employed,0.101,658,26241.2,Home,6.41,36,3,20893.03,8239.58,0,0.39436979700885894,1.293243309841802
54,Female,Single,High School,40667.45,Employed,0.191,579,7012.86,Debt consolidation,14.01,36,6,64557.71,60084.14,4,0.9307043264081083,0.17244405538090046
35,Female,Single,High School,15530.47,Retired,0.075,705,23954.86,Debt consolidation,12.3,36,3,20475.65,17878.69,1,0.8731683731651986,1.5424426949087826
66,Female,Married,Bachelor's,22243.02,Employed,0.073,707,29288.97,Debt consolidation,13.19,60,8,40257.7,11422.25,4,0.2837283302324773,1.3167712837555332
52,Male,Married,High School,76508.21,Employed,0.126,581,12693.45,Car,13.98,36,6,72984.28,31911.93,2,0.4372438832033419,0.16590964551386053
73,Male,Married,Bachelor's,61841.57,Employed,0.178,648,19854.4,Debt consolidation,11.72,36,11,84648.87,49466.16,1,0.5843688167367149,0.3210526511535849
25,Male,Single,Bachelor's,59580.11,Employed,0.24,586,15406.48,Car,13.0,36,3,78379.37,5260.32,0,0.06711357848372601,0.2585842825734964
73,Female,Single,Master's,32248.45,Employed,0.105,614,20961.62,Debt consolidation,16.09,36,2,30133.55,19961.88,2,0.6624470067416551,0.6500039536783938
56,Male,Married,Bachelor's,61223.81,Employed,0.063,648,2475.53,Debt consolidation,12.59,36,3,49351.43,11312.36,2,0.2292205109355494,0.04043410562001941
23,Male,Single,Bachelor's,6018.9,Unemployed,0.104,602,26387.55,Debt consolidation,16.3,36,5,9863.04,9349.22,0,0.9479045000324442,4.384115037631461
68,Female,Single,Master's,43232.07,Employed,0.263,719,2190.3,Debt consolidation,10.59,36,4,62139.89,44362.16,2,0.7139079261324731,0.05066377807030753
72,Female,Married,Master's,34630.58,Unemployed,0.225,721,731.83,Debt consolidation,12.65,36,4,32402.19,15919.68,3,0.4913149388976486,0.02113247886694361
49,Female,Married,High School,27250.0,Unemployed,0.087,715,12882.07,Home,12.0,36,5,22378.39,17612.04,4,0.7870110405618993,0.47273651376146786
48,Female,Single,Bachelor's,67464.7,Employed,0.313,579,25646.34,Education,17.13,36,4,51815.96,48708.61,1,0.9400310251899222,0.3801445793133298
23,Female,Single,Master's,52230.55,Employed,0.011,665,2749.47,Other,7.85,36,8,70698.0,9947.87,3,0.1407093552858638,0.052641030967508474
65,Male,Married,Bachelor's,17979.33,Employed,0.102,716,20253.85,Medical,13.29,60,11,36276.94,22989.36,1,0.6337182794359171,1.126507494995642
51,Male,Single,Bachelor's,31991.76,Employed,0.215,763,13577.2,Car,12.25,36,7,43095.48,30431.79,2,0.7061480693566935,0.4243967821714092
24,Female,Single,Master's,21283.14,Unemployed,0.086,771,13027.79,Home,10.6,36,8,25935.42,7675.29,1,0.2959385273112986,0.6121178547902236
48,Male,Married,High School,38510.61,Unemployed,0.033,623,4605.92,Home,9.87,60,3,51052.61,4648.98,1,0.09106253333570996,0.11960132545290765
22,Male,Married,Bachelor's,64990.98,Self-employed,0.464,736,18892.23,Home,11.34,60,7,61272.35,15466.71,2,0.25242560469771436,0.2906900311397058
32,Female,Married,High School,54259.07,Employed,0.267,550,13733.62,Other,13.78,36,11,83594.34,43733.74,2,0.5231662813534983,0.25311196819259896
74,Male,Single,High School,32376.46,Unemployed,0.147,723,500.0,Debt consolidation,9.97,60,4,42264.31,3306.54,1,0.07823480378598396,0.015443319003992408
56,Female,Married,Master's,11027.44,Employed,0.116,688,13106.31,Education,11.91,36,2,17989.82,13006.59,4,0.7229972284325247,1.188517915309446
62,Female,Single,Bachelor's,50196.77,Employed,0.05,656,21358.91,Home,11.57,36,5,67824.28,20184.36,2,0.29759785138891265,0.42550367284588236
43,Male,Married,High School,52625.02,Student,0.148,694,10189.88,Debt consolidation,11.64,60,4,49238.2,15930.92,2,0.32354797697722504,0.193631850401197
37,Male,Married,Master's,51677.78,Employed,0.262,691,13429.12,Business,13.29,36,5,65572.9,60439.25,1,0.9217107982108463,0.25986255601537067
49,Female,Married,Bachelor's,24564.05,Employed,0.118,731,23105.02,Debt consolidation,8.54,36,11,40365.65,37175.17,2,0.9209605196497517,0.9406030357371851
36,Female,Single,High School,47505.21,Employed,0.334,670,9464.42,Vacation,10.96,36,4,73358.37,7213.45,5,0.0983316559514613,0.19922909508241307
58,Female,Single,Master's,30852.27,Employed,0.284,552,500.0,Debt consolidation,18.57,60,6,32096.38,4189.75,2,0.13053652779534639,0.016206262942726743
68,Male,Widowed,Bachelor's,59139.56,Employed,0.241,585,18340.44,Debt consolidation,13.6,36,2,37674.79,10099.2,2,0.26806254261802126,0.31012134686155934
54,Male,Married,Bachelor's,41447.49,Employed,0.404,664,12892.25,Debt consolidation,14.87,36,3,34931.25,25115.54,1,0.7189991769547326,0.31105019869719497
72,Female,Married,Other,9457.89,Employed,0.156,773,21817.35,Other,13.92,36,7,19664.66,13960.51,5,0.7099288774888557,2.3067883005617533
48,Male,Married,Master's,54036.76,Retired,0.23,648,2212.93,Other,13.79,36,8,38031.01,28393.05,1,0.7465762807771867,0.04095230728119154
56,Female,Married,High School,19053.49,Employed,0.149,761,500.0,Debt consolidation,12.33,36,7,27083.52,3408.72,2,0.12585956330639445,0.026241911586801156
54,Male,Married,Bachelor's,37022.41,Employed,0.117,757,20729.75,Medical,10.39,36,3,55952.9,50928.83,1,0.9102089435936297,0.5599243809357629
59,Male,Widowed,High School,38603.43,Employed,0.203,676,36053.51,Debt consolidation,13.59,60,7,54617.01,31206.2,4,0.5713641226423782,0.9339457659591389
22,Female,Married,Bachelor's,54245.05,Employed,0.082,726,25259.63,Home,14.62,36,4,48055.44,4669.18,2,0.0971623608066017,0.4656577881299768
74,Male,Married,Bachelor's,113162.18,Employed,0.045,664,500.0,Business,9.76,36,2,169386.13,79210.7,0,0.46763392020350186,0.0044184373259688004
52,Male,Married,Bachelor's,56824.92,Employed,0.091,685,20371.56,Car,14.22,36,5,87006.3,75028.51,2,0.862334221774745,0.3584969411307575
35,Male,Married,High School,51103.37,Student,0.113,776,21155.29,Debt consolidation,12.6,36,7,42223.01,37495.99,1,0.8880463519772749,0.41397054636514186
32,Female,Single,High School,46188.15,Employed,0.442,691,23259.93,Debt consolidation,14.27,36,4,60170.58,39140.22,4,0.6504876635724635,0.5035908560962065
48,Female,Married,High School,44405.19,Self-employed,0.132,665,12011.11,Debt consolidation,13.07,60,7,63590.3,55336.97,1,0.8702108654936366,0.27048887753886425
23,Male,Married,High School,44959.02,Employed,0.022,752,13866.38,Business,12.13,60,7,31427.45,2647.57,2,0.08424386961080202,0.30842264800255875
57,Male,Married,High School,66742.79,Employed,0.045,778,27626.83,Business,9.91,36,4,62218.47,37228.56,0,0.5983522256333207,0.4139298042530138
72,Female,Single,PhD,27581.33,Employed,0.179,684,23471.47,Debt consolidation,6.12,60,5,23690.43,8048.92,2,0.339754069470246,0.8509912321124471
21,Male,Single,High School,22822.82,Employed,0.077,718,7332.69,Business,9.97,60,4,32095.82,11028.2,2,0.3436023756364536,0.3212876410539977
46,Female,Married,Master's,23288.83,Employed,0.078,628,13944.59,Debt consolidation,14.08,36,3,37497.08,23249.07,3,0.6200234791615773,0.5987673060432833
59,Female,Married,Master's,32307.57,Retired,0.134,664,19020.13,Debt consolidation,14.26,36,2,40651.4,9184.3,2,0.2259282583133668,0.5887205382515616
48,Male,Married,Bachelor's,55881.41,Employed,0.122,622,3642.31,Car,10.48,36,4,66842.48,8976.71,0,0.13429648331420377,0.06517927876193531
46,Female,Single,Bachelor's,52835.04,Employed,0.357,556,18094.09,Other,17.3,36,7,53439.83,21119.04,4,0.3951928739294268,0.3424638270359973
32,Female,Single,Master's,124831.18,Retired,0.151,720,16080.69,Business,10.53,36,1,72399.35,30631.55,1,0.4230915056557828,0.12881949846184262
35,Female,Married,High School,50347.28,Employed,0.111,647,15876.82,Business,12.44,36,2,59002.94,10365.82,1,0.17568311002807654,0.31534613190623206
31,Female,Married,High School,82566.92,Unemployed,0.094,742,20851.84,Debt consolidation,9.43,36,6,52110.47,23371.84,1,0.4485056457944056,0.2525447237222849
67,Male,Married,Other,57421.75,Employed,0.326,672,5640.7,Education,15.55,36,5,90658.14,73209.5,3,0.8075336643791722,0.09823281247959179
31,Female,Married,Bachelor's,35385.26,Employed,0.277,687,7474.33,Home,15.36,60,6,56841.24,13172.11,4,0.23173509233788708,0.21122721720852128
33,Female,Married,High School,49274.47,Employed,0.05,606,11381.71,Education,12.02,36,5,59877.66,40505.65,1,0.6764734961252661,0.23098594464841526
72,Male,Single,Master's,32186.94,Retired,0.04,648,27585.19,Car,15.13,60,5,30015.83,6618.87,0,0.22051264282880065,0.8570305223174368
66,Female,Single,PhD,38694.56,Employed,0.196,722,12873.43,Debt consolidation,9.21,60,4,47782.84,22146.8,3,0.46348856618819645,0.33269353624902315
38,Female,Single,High School,35033.6,Employed,0.158,756,15945.25,Debt consolidation,11.16,36,2,44153.12,5591.08,2,0.1266293299318372,0.45514163545853126
69,Male,Single,High School,87406.54,Employed,0.088,581,17118.8,Other,13.5,60,3,103028.8,61569.68,2,0.5975967884707964,0.19585262155440544
64,Male,Single,Bachelor's,39636.48,Employed,0.071,605,11107.18,Medical,13.5,36,4,47967.2,20860.41,1,0.4348890491836088,0.28022619566621454
29,Male,Single,Bachelor's,14469.86,Employed,0.133,703,10660.56,Education,12.23,36,6,24335.16,4235.86,2,0.17406337168113953,0.7367424425668251
21,Female,Married,Bachelor's,68382.3,Self-employed,0.154,660,4084.44,Debt consolidation,13.42,60,4,83276.09,22847.24,4,0.2743553401702698,0.05972949140347721
59,Male,Married,High School,27235.82,Unemployed,0.251,574,9564.39,Home,13.37,36,5,28115.03,12591.77,3,0.4478661413485954,0.3511695260139037
54,Male,Married,High School,38601.0,Self-employed,0.133,679,1162.92,Business,12.94,36,2,53120.59,41595.09,3,0.7830314008184021,0.030126680655941557
40,Male,Single,Master's,30522.74,Employed,0.354,669,15633.02,Home,12.55,36,6,40492.66,19090.92,3,0.47146618671136936,0.5121761676703992
64,Female,Single,Bachelor's,10170.4,Employed,0.299,768,12801.2,Car,7.84,60,5,20056.47,16334.84,1,0.8144424218219856,1.2586722252812084
46,Female,Single,Master's,19382.2,Employed,0.079,627,4930.43,Debt consolidation,16.05,60,3,17004.45,12673.14,1,0.7452837345518378,0.2543792758304011
33,Female,Married,High School,73046.72,Employed,0.033,754,8904.37,Home,9.07,36,3,72261.52,59002.72,1,0.8165164530167647,0.12189965545338656
27,Male,Married,High School,45299.59,Employed,0.344,685,500.0,Business,12.5,60,6,43565.29,26474.77,4,0.6077032885583913,0.011037627492875764
75,Female,Single,Bachelor's,62227.74,Employed,0.079,505,15376.06,Business,17.84,36,4,66654.23,51182.63,1,0.7678826985174084,0.24709333811576636
35,Male,Single,High School,16639.43,Employed,0.11,666,20046.84,Other,16.33,60,8,24226.19,11681.98,3,0.48220458933080274,1.2047792502507597
35,Female,Married,Bachelor's,30461.93,Employed,0.196,732,11117.91,Car,7.0,60,9,30680.53,3947.97,2,0.1286799804305858,0.3649772026920159
31,Male,Single,High School,110683.45,Employed,0.191,614,23423.61,Debt consolidation,13.86,36,5,130752.85,66056.05,3,0.5051977834517565,0.21162703186429407
59,Female,Single,Bachelor's,47009.34,Employed,0.158,675,14602.48,Other,10.89,36,6,42124.51,33948.14,2,0.8058999380645614,0.3106293345109717
69,Male,Married,Bachelor's,22800.56,Employed,0.334,603,12529.9,Home,14.58,36,3,18880.65,2516.27,3,0.1332724244133544,0.5495435199837196
24,Male,Married,Bachelor's,14057.73,Employed,0.139,560,500.0,Home,12.4,36,4,16892.22,9067.0,2,0.53675597405196,0.035567620092290864
51,Male,Single,High School,27091.49,Unemployed,0.087,672,5916.91,Debt consolidation,12.79,36,5,45143.82,23074.95,1,0.5111430534677837,0.2184047462874873
30,Male,Married,High School,58573.22,Employed,0.312,621,12590.57,Other,12.53,36,10,72023.87,46712.32,6,0.6485672041782815,0.2149543767612571
41,Female,Single,PhD,83623.18,Self-employed,0.18,681,9650.17,Debt consolidation,11.02,36,5,66787.46,43685.07,2,0.6540909026934097,0.11540065804720653
47,Male,Single,High School,24850.27,Employed,0.382,560,31019.06,Home,14.95,36,9,21466.85,5898.86,7,0.2747892681040768,1.2482383491205529
56,Other,Single,Bachelor's,17662.68,Self-employed,0.175,677,13961.38,Debt consolidation,14.89,60,7,30836.68,18719.29,6,0.6070462189833666,0.7904451646069566
31,Female,Single,High School,18833.01,Employed,0.134,850,8865.52,Debt consolidation,8.34,36,7,25296.56,3450.38,1,0.1363972018329765,0.4707436570149966
69,Male,Single,High School,24763.42,Employed,0.074,701,500.0,Debt consolidation,14.37,60,1,22215.02,10602.1,3,0.47724917645809006,0.020191072154007807
44,Male,Divorced,Master's,33954.67,Self-employed,0.242,736,6272.86,Debt consolidation,10.79,36,6,47971.28,12551.2,0,0.26163988119558207,0.1847421871571716
26,Male,Married,Bachelor's,37616.1,Unemployed,0.232,680,20893.2,Vacation,11.2,36,7,42753.5,10891.79,1,0.2547578560819582,0.5554323813473486
46,Female,Single,Master's,33678.97,Self-employed,0.225,770,12755.37,Debt consolidation,9.66,60,9,52151.5,7747.08,1,0.14854951439555908,0.37873396959586353
69,Female,Married,High School,43629.22,Employed,0.132,728,14619.37,Debt consolidation,10.53,36,6,55377.28,45531.75,2,0.8222099388052284,0.3350820848963149
57,Male,Single,High School,22773.88,Employed,0.164,564,15887.4,Debt consolidation,16.33,60,9,25013.41,14108.02,1,0.5640182606050115,0.6976149869938719
36,Female,Married,Other,47699.49,Unemployed,0.218,806,23171.53,Debt consolidation,7.34,36,5,75385.65,47058.83,3,0.6242412183220547,0.4857815041628328
61,Male,Divorced,Bachelor's,9381.77,Unemployed,0.124,688,18629.81,Debt consolidation,15.67,36,4,9235.13,6601.26,1,0.7147988171254764,1.9857457601284194
38,Male,Single,Bachelor's,85982.92,Unemployed,0.219,641,20730.42,Education,11.18,36,2,58878.32,6123.52,1,0.10400296747597419,0.24109927878699627
55,Male,Single,Bachelor's,26241.18,Employed,0.121,583,10844.6,Debt consolidation,13.16,36,3,38225.61,11585.37,2,0.30307874746799335,0.4132664765837512
62,Female,Married,Bachelor's,16432.31,Employed,0.231,708,13728.06,Vacation,11.38,36,4,17154.61,2287.25,4,0.13333150680779102,0.835430928457411
70,Male,Divorced,Master's,14452.04,Self-employed,0.073,594,19887.69,Home,13.65,36,4,23740.12,12309.3,3,0.5185020126267263,1.3761164513798743
52,Female,Married,Bachelor's,54832.05,Employed,0.227,656,500.0,Debt consolidation,14.18,36,4,52750.6,24404.09,2,0.4626315150917715,0.009118754451092016
33,Male,Single,Master's,23443.83,Employed,0.343,692,26188.33,Debt consolidation,10.59,60,5,27749.06,22588.44,1,0.8140254120319751,1.1170670491980192
52,Male,Divorced,Bachelor's,34435.91,Employed,0.297,611,500.0,Debt consolidation,15.45,36,5,53142.22,41973.38,4,0.7898311361474925,0.014519726645818274
38,Male,Single,PhD,29818.61,Self-employed,0.135,617,13108.31,Debt consolidation,13.47,36,10,38021.45,19503.25,0,0.5129538720906226,0.4396016447446745
32,Female,Married,High School,20998.0,Unemployed,0.098,738,500.0,Business,13.6,36,3,13571.55,4563.51,2,0.336255622976005,0.023811791599199925
65,Female,Single,High School,22015.83,Self-employed,0.165,619,17126.55,Home,14.46,36,4,36363.3,33971.71,1,0.9342306666336663,0.7779197968007564
72,Male,Single,Master's,27228.87,Student,0.26,672,7197.34,Car,11.75,36,5,27776.38,14953.05,3,0.5383368891122601,0.26432753177050683
25,Male,Married,Bachelor's,23436.86,Employed,0.266,823,16924.58,Business,7.8,60,3,23423.35,20736.0,1,0.8852704672901187,0.7221351324366831
44,Female,Single,Bachelor's,57384.62,Employed,0.091,689,15314.72,Car,12.75,36,3,85547.38,65813.28,1,0.7693196448564525,0.26687847719476054
50,Female,Single,Bachelor's,79958.33,Unemployed,0.084,690,7686.61,Medical,12.79,36,5,106011.12,10428.34,5,0.09837024644207136,0.0961326981191328
58,Male,Single,High School,21617.89,Employed,0.489,552,11639.89,Debt consolidation,14.17,60,5,35589.34,11531.04,2,0.3240026367445983,0.5384378401407353
66,Female,Single,High School,77560.91,Retired,0.263,586,10350.2,Home,12.88,36,8,51839.4,33894.55,6,0.6538376215774103,0.13344608772640754
73,Female,Married,Master's,95525.62,Employed,0.185,740,24849.66,Home,10.78,36,8,81970.8,70656.38,2,0.8619701161877157,0.26013607658343385
47,Male,Married,Bachelor's,14599.32,Employed,0.135,746,22815.05,Vacation,8.84,60,5,13975.57,1052.65,0,0.0753207203713337,1.5627474430315933
66,Male,Single,Master's,22074.76,Retired,0.25,604,23339.09,Medical,10.27,60,5,25227.71,9271.58,8,0.3675157198176133,1.057274914880162
40,Male,Single,Bachelor's,84881.7,Employed,0.283,703,13849.39,Vacation,12.64,36,2,88730.16,32374.36,0,0.36486308601269285,0.16316108183507164
66,Other,Single,Bachelor's,54380.27,Employed,0.29,545,12510.59,Home,15.9,36,3,52584.35,32438.06,2,0.6168766943016316,0.2300575190229839
75,Female,Single,Bachelor's,42036.46,Unemployed,0.079,710,18458.48,Debt consolidation,11.43,60,5,42380.8,9246.98,2,0.21818795303533672,0.43910643284425
43,Male,Married,Bachelor's,15484.55,Employed,0.198,739,13646.08,Other,10.93,36,3,18412.49,4642.36,1,0.25213102627618533,0.8812706859417936
26,Male,Married,Bachelor's,19534.92,Employed,0.281,716,14876.75,Car,13.37,36,3,17075.06,932.57,7,0.054615913501914484,0.7615465023660195
69,Female,Married,Bachelor's,33533.93,Employed,0.325,636,19992.29,Vacation,12.59,36,3,26501.45,22766.53,3,0.859067334051533,0.5961809427048962
36,Female,Married,High School,6000.0,Employed,0.108,750,500.0,Home,10.39,60,5,10292.2,4897.5,0,0.4758457861293018,0.08333333333333333
42,Female,Married,High School,26282.26,Self-employed,0.138,585,13795.12,Other,16.02,36,2,21988.96,4903.82,2,0.22301282097925504,0.5248833243412097
57,Male,Single,Bachelor's,38873.41,Unemployed,0.229,782,16295.3,Debt consolidation,10.44,60,8,63230.87,12468.97,1,0.19719750811589337,0.41918884913878146
61,Male,Single,Bachelor's,36556.64,Employed,0.038,609,11672.57,Medical,12.26,60,6,43861.27,3435.52,2,0.07832696134881639,0.3193009532604747
31,Male,Single,High School,205578.53,Employed,0.103,774,1803.73,Debt consolidation,11.31,36,6,113391.28,20465.62,1,0.18048671820266954,0.008773922062775719
30,Male,Married,Master's,20493.49,Employed,0.163,642,17269.73,Debt consolidation,13.74,36,6,21664.92,8551.28,1,0.39470628093710947,0.8426934602159026
55,Female,Single,High School,12946.6,Unemployed,0.3,724,23873.19,Other,11.64,60,6,12502.21,10094.69,3,0.8074324459435572,1.8439737073826332
44,Female,Married,Bachelor's,56532.98,Employed,0.379,672,5740.84,Other,12.52,60,5,71570.5,45712.61,3,0.6387074283398887,0.1015485120366908
69,Female,Married,Other,10247.73,Employed,0.343,552,21107.5,Education,9.65,36,4,9270.63,4528.33,4,0.48845979183723226,2.0597244462920083
47,Female,Married,Bachelor's,62051.29,Employed,0.204,739,17184.85,Debt consolidation,9.23,36,3,48586.28,43012.59,2,0.8852826353447928,0.2769458942755259
29,Female,Single,High School,47145.22,Self-employed,0.324,570,7245.76,Debt consolidation,16.61,36,2,55328.96,43347.33,2,0.7834474025898915,0.1536902362530072
50,Male,Married,High School,31673.51,Employed,0.142,639,11096.91,Debt consolidation,15.38,36,6,25071.14,10398.62,3,0.41476454600788004,0.3503530237097183
63,Male,Single,Master's,25425.66,Unemployed,0.187,687,19261.06,Education,11.16,36,3,32824.81,7659.77,1,0.23335306434370834,0.7575441502796781
60,Female,Single,High School,63551.31,Employed,0.231,850,7457.5,Debt consolidation,5.59,60,8,97307.59,86503.32,3,0.8889678595472358,0.11734612551653145
50,Male,Married,High School,24152.12,Employed,0.046,734,32697.14,Car,10.73,60,5,33113.13,3205.98,1,0.09681899596927263,1.353799997681363
50,Male,Single,Other,169700.08,Employed,0.21,732,25565.42,Other,12.49,36,6,177530.69,76140.35,0,0.42888556339188455,0.15065060664673818
42,Male,Married,Master's,21088.93,Retired,0.253,630,19024.3,Debt consolidation,13.67,36,4,17786.12,6982.97,3,0.3926078312751742,0.9020988736744823
71,Female,Married,Bachelor's,36967.42,Employed,0.227,545,22187.12,Debt consolidation,16.49,60,11,44433.1,5895.25,3,0.13267699080190218,0.6001803750437548
31,Female,Single,High School,53673.48,Employed,0.251,675,23638.8,Business,10.55,36,6,57138.46,44048.93,2,0.7709155969551857,0.44041862014536787
59,Male,Single,Bachelor's,20888.35,Unemployed,0.213,695,17369.46,Car,12.44,36,6,17024.85,7492.27,2,0.4400784735254643,0.8315381540428037
51,Male,Married,Bachelor's,24820.74,Employed,0.092,652,22022.1,Other,12.36,36,4,22366.87,18435.18,1,0.8242181404908242,0.8872459080591472
62,Female,Married,Bachelor's,31656.43,Employed,0.061,678,18677.15,Car,7.74,36,4,29724.2,26789.29,2,0.9012619347198579,0.5899954606378547
53,Female,Married,Other,25848.77,Employed,0.084,601,10631.69,Business,14.34,36,2,20297.29,5842.53,1,0.28784778657643456,0.41130351656964725
56,Male,Single,High School,42988.39,Employed,0.125,547,13981.95,Car,14.21,36,8,39521.09,36226.24,5,0.9166305888830496,0.32524944525719623
25,Female,Married,Master's,49534.22,Retired,0.043,546,1104.81,Debt consolidation,16.64,36,8,51878.77,44081.67,5,0.8497053804475319,0.022303974908659104
41,Male,Married,High School,16936.71,Employed,0.425,705,18627.46,Other,13.52,36,3,25978.62,15219.35,1,0.5858413572391451,1.099827534391272
71,Female,Single,High School,92904.43,Self-employed,0.064,835,22748.56,Car,12.57,36,6,66613.1,12427.75,2,0.18656615590627068,0.24485979839712707
56,Female,Married,High School,42636.26,Employed,0.097,648,24124.09,Debt consolidation,12.82,36,2,44470.78,39688.87,0,0.8924707414621467,0.5658115885398953
24,Male,Single,Bachelor's,35542.2,Self-employed,0.054,734,21120.04,Debt consolidation,7.75,36,5,58242.16,12494.4,1,0.21452501074822772,0.5942243305141495
65,Female,Married,Master's,8903.19,Self-employed,0.033,694,12122.57,Other,14.47,36,3,13122.68,6903.78,1,0.5260952793179442,1.3615984832402768
52,Male,Single,Bachelor's,61715.1,Employed,0.17,695,17564.71,Education,12.55,60,8,40426.33,33962.23,2,0.8401017356757341,0.2846096012159099
69,Male,Married,High School,15828.37,Employed,0.181,581,11381.37,Debt consolidation,11.98,36,10,31516.4,23870.36,3,0.7573948801259027,0.7190487712885155
70,Female,Married,Master's,32613.5,Employed,0.073,679,27587.75,Debt consolidation,14.46,36,5,46770.03,36398.75,2,0.7782494473490823,0.845899704110261
65,Female,Widowed,Master's,16299.82,Employed,0.116,680,5232.43,Debt consolidation,12.28,36,2,23566.09,18727.69,1,0.7946880454076174,0.32101152037261765
31,Female,Married,Bachelor's,34387.3,Employed,0.112,627,935.62,Medical,16.68,36,5,39973.47,31379.59,4,0.7850104081532076,0.027208300738935595
54,Male,Single,High School,90613.76,Employed,0.323,709,26911.31,Debt consolidation,13.0,36,6,71965.94,55134.84,0,0.7661240859217568,0.2969892210631145
26,Male,Married,Bachelor's,47141.67,Employed,0.243,699,21211.74,Car,13.27,60,3,42121.63,9903.14,3,0.23510818550944015,0.44995733074369243
74,Male,Divorced,Master's,22860.27,Student,0.148,632,18847.13,Business,11.42,36,5,23780.02,18709.14,1,0.7867588000346509,0.8244491425516847
45,Male,Married,Bachelor's,39164.61,Employed,0.16,690,9266.06,Car,9.08,36,5,29781.32,8115.31,1,0.27249665226390235,0.23659267895173727
57,Female,Single,Bachelor's,9304.17,Employed,0.06,748,16004.97,Home,9.81,60,5,14083.93,9032.64,0,0.6413437158520384,1.7201932036925378
74,Female,Single,PhD,119895.99,Employed,0.334,626,24444.38,Business,12.16,36,5,105821.46,60015.84,6,0.5671424302783197,0.2038798795522686
67,Female,Single,Master's,73779.96,Employed,0.087,652,25468.77,Other,13.51,36,2,84532.42,54645.09,0,0.646439437082246,0.3451990215229176
60,Male,Married,High School,47467.08,Employed,0.249,774,14712.46,Medical,11.05,60,2,58684.0,28715.25,1,0.489319916842751,0.3099508122260733
32,Female,Divorced,Other,51561.23,Unemployed,0.288,759,7758.34,Car,8.13,36,4,72999.48,23819.98,0,0.3263034202435415,0.15046848184188003
52,Female,Divorced,Other,18596.79,Employed,0.331,700,12525.5,Debt consolidation,11.64,36,5,28813.21,22061.45,2,0.7656713708746787,0.6735302167739701
21,Female,Single,Bachelor's,39060.94,Employed,0.366,640,16752.73,Debt consolidation,11.22,60,4,52279.74,22570.6,5,0.43172747224833175,0.42888701603187224
69,Female,Married,Bachelor's,64679.08,Retired,0.048,610,22286.24,Debt consolidation,13.56,36,2,75767.43,5929.02,3,0.07825288517770763,0.3445664347730364
21,Female,Single,Master's,62758.7,Self-employed,0.182,710,30273.87,Car,13.17,36,9,78175.54,31835.04,2,0.40722507321343737,0.4823852310516311
22,Female,Married,Bachelor's,62557.05,Unemployed,0.12,593,16977.27,Debt consolidation,15.4,36,6,75929.61,57176.28,1,0.753016906052856,0.2713885964891247
